runs_id,service_id,block_id,run_number,piece_number,start_trip_id,start_stop_id,end_trip_id,end_stop_id
100504,c_16159_b_17838_d_64,8013,504,1,t_529026_b_17838_tn_0,40430,t_529022_b_17838_tn_0,40430
100505,c_16159_b_17838_d_64,8014,505,1,t_529105_b_17838_tn_0,40673,t_529119_b_17838_tn_0,41317
100506,c_16159_b_17838_d_64,8015,506,1,t_529111_b_17838_tn_0,41317,t_529123_b_17838_tn_0,41317
100507,c_16159_b_17838_d_64,8016,507,1,t_529125_b_17838_tn_0,41317,t_527736_b_17838_tn_0,40430
100508,c_16159_b_17838_d_64,8017,508,1,t_529129_b_17838_tn_0,41317,t_529117_b_17838_tn_0,41317
100509,c_16159_b_17838_d_64,8018,509,1,t_528587_b_17838_tn_0,40430,t_528584_b_17838_tn_0,40430
100510,c_16159_b_17838_d_64,8019,510,1,t_528606_b_17838_tn_0,40430,t_528593_b_17838_tn_0,40430
100511,c_16159_b_17838_d_64,8020,511,1,t_528933_b_17838_tn_0,40430,t_528578_b_17838_tn_0,40430
100512,c_16159_b_17838_d_64,8021,512,1,t_528599_b_17838_tn_0,40430,t_528609_b_17838_tn_0,40430
100513,c_16159_b_17838_d_64,8022,513,1,t_528616_b_17838_tn_0,40430,t_528594_b_17838_tn_0,40430
100514,c_16159_b_17838_d_64,8055,514,1,t_528681_b_17838_tn_0,40430,t_528669_b_17838_tn_0,40430
100515,c_16159_b_17838_d_64,8056,515,1,t_528688_b_17838_tn_0,40430,t_528703_b_17838_tn_0,40430
100516,c_16159_b_17838_d_64,8057,516,1,t_528674_b_17838_tn_0,40800,t_528676_b_17838_tn_0,40800
100517,c_16159_b_17838_d_64,8058,517,1,t_528720_b_17838_tn_0,40430,t_528668_b_17838_tn_0,40430
100518,c_16159_b_17838_d_64,91901,518,1,t_528152_b_17838_tn_0,40463,t_528184_b_17838_tn_0,40430
100519,c_16159_b_17838_d_64,91902,519,1,t_527550_b_17838_tn_0,40430,t_527629_b_17838_tn_0,40430
100520,c_16159_b_17838_d_64,91903,520,1,t_528202_b_17838_tn_0,40694,t_528229_b_17838_tn_0,40695
100521,c_16159_b_17838_d_64,91904,521,1,t_528231_b_17838_tn_0,40694,t_528361_b_17838_tn_0,40695
100522,c_16159_b_17838_d_64,91905,522,1,t_527826_b_17838_tn_0,41332,t_527816_b_17838_tn_0,41332
100523,c_16159_b_17838_d_64,91906,523,1,t_528426_b_17838_tn_0,40113,t_528458_b_17838_tn_0,40113
100524,c_16159_b_17838_d_64,91907,524,1,t_527555_b_17838_tn_0,40103,t_528473_b_17838_tn_0,40430
100525,c_16159_b_17838_d_64,91908,525,1,t_528408_b_17838_tn_0,40463,t_527588_b_17838_tn_0,40103
100526,c_16159_b_17838_d_64,91909,526,1,t_527562_b_17838_tn_0,40430,t_527624_b_17838_tn_0,40430
100527,c_16159_b_17838_d_64,91910,527,1,t_528330_b_17838_tn_0,40694,t_528142_b_17838_tn_0,40695
100528,c_16159_b_17838_d_64,91911,528,1,t_527769_b_17838_tn_0,41332,t_527770_b_17838_tn_0,40523
100529,c_16159_b_17838_d_64,91912,529,1,t_528494_b_17838_tn_0,40113,t_528378_b_17838_tn_0,40113
100530,c_16159_b_none_d_64,8001,530,1,t_527731_b_none_tn_0,40430,t_527714_b_none_tn_0,40430
100531,c_16159_b_none_d_64,8002,531,1,t_527733_b_none_tn_0,40113,t_527710_b_none_tn_0,40113
100532,c_16159_b_none_d_64,8004,532,1,t_528754_b_none_tn_0,40158,t_528775_b_none_tn_0,40158
100533,c_16159_b_none_d_64,8005,533,1,t_528747_b_none_tn_0,40158,t_528801_b_none_tn_0,40158
100534,c_16159_b_none_d_64,8006,534,1,t_528871_b_none_tn_0,40512,t_528894_b_none_tn_0,40430
100535,c_16159_b_none_d_64,8007,535,1,t_528886_b_none_tn_0,40512,t_527672_b_none_tn_0,40430
100536,c_16159_b_none_d_64,8008,536,1,t_528905_b_none_tn_0,40430,t_528873_b_none_tn_0,40430
100537,c_16159_b_none_d_64,8009,537,1,t_528900_b_none_tn_0,40430,t_527695_b_none_tn_0,40430
100538,c_16159_b_none_d_64,8010,538,1,t_528923_b_none_tn_0,40430,t_528881_b_none_tn_0,40513
100539,c_16159_b_none_d_64,8011,539,1,t_528959_b_none_tn_0,40583,t_528982_b_none_tn_0,40430
100540,c_16159_b_none_d_64,8012,540,1,t_529056_b_none_tn_0,40430,t_527734_b_none_tn_0,40430
100541,c_16159_b_none_d_64,8013,541,1,t_529026_b_none_tn_0,40430,t_529022_b_none_tn_0,40430
100542,c_16159_b_none_d_64,8014,542,1,t_529105_b_none_tn_0,40673,t_529119_b_none_tn_0,41317
100543,c_16159_b_none_d_64,8015,543,1,t_529111_b_none_tn_0,41317,t_529123_b_none_tn_0,41317
100544,c_16159_b_none_d_64,8016,544,1,t_529125_b_none_tn_0,41317,t_527736_b_none_tn_0,40430
100545,c_16159_b_none_d_64,8017,545,1,t_529129_b_none_tn_0,41317,t_529117_b_none_tn_0,41317
100546,c_16159_b_none_d_64,8018,546,1,t_528587_b_none_tn_0,40430,t_528584_b_none_tn_0,40430
100547,c_16159_b_none_d_64,8019,547,1,t_528606_b_none_tn_0,40430,t_528593_b_none_tn_0,40430
100548,c_16159_b_none_d_64,8020,548,1,t_528933_b_none_tn_0,40430,t_528578_b_none_tn_0,40430
100549,c_16159_b_none_d_64,8021,549,1,t_528599_b_none_tn_0,40430,t_528609_b_none_tn_0,40430
100550,c_16159_b_none_d_64,8022,550,1,t_528616_b_none_tn_0,40430,t_528594_b_none_tn_0,40430
100551,c_16159_b_none_d_64,8055,551,1,t_528681_b_none_tn_0,40430,t_528669_b_none_tn_0,40430
100552,c_16159_b_none_d_64,8056,552,1,t_528688_b_none_tn_0,40430,t_528703_b_none_tn_0,40430
100553,c_16159_b_none_d_64,8057,553,1,t_528674_b_none_tn_0,40800,t_528676_b_none_tn_0,40800
100554,c_16159_b_none_d_64,8058,554,1,t_528720_b_none_tn_0,40430,t_528668_b_none_tn_0,40430
100555,c_16159_b_none_d_64,91901,555,1,t_528152_b_none_tn_0,40463,t_528184_b_none_tn_0,40430
100556,c_16159_b_none_d_64,91902,556,1,t_527550_b_none_tn_0,40430,t_527629_b_none_tn_0,40430
100557,c_16159_b_none_d_64,91903,557,1,t_528202_b_none_tn_0,40694,t_528229_b_none_tn_0,40695
100558,c_16159_b_none_d_64,91904,558,1,t_528231_b_none_tn_0,40694,t_528361_b_none_tn_0,40695
100559,c_16159_b_none_d_64,91905,559,1,t_527826_b_none_tn_0,41332,t_527816_b_none_tn_0,41332
100560,c_16159_b_none_d_64,91906,560,1,t_528426_b_none_tn_0,40113,t_528458_b_none_tn_0,40113
100561,c_16159_b_none_d_64,91907,561,1,t_527555_b_none_tn_0,40103,t_528473_b_none_tn_0,40430
100562,c_16159_b_none_d_64,91908,562,1,t_528408_b_none_tn_0,40463,t_527588_b_none_tn_0,40103
100563,c_16159_b_none_d_64,91909,563,1,t_527562_b_none_tn_0,40430,t_527624_b_none_tn_0,40430
100564,c_16159_b_none_d_64,91910,564,1,t_528330_b_none_tn_0,40694,t_528142_b_none_tn_0,40695
100565,c_16159_b_none_d_64,91911,565,1,t_527769_b_none_tn_0,41332,t_527770_b_none_tn_0,40523
100566,c_16159_b_none_d_64,91912,566,1,t_528494_b_none_tn_0,40113,t_528378_b_none_tn_0,40113
